,time,img_sim,orientation.x,orientation.y,orientation.z,orientation.w,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z
0,80.435,0.9952038369304557,-0.0003509283615776374,0.0003355250241777283,-0.7076273228704031,-0.7065856891970751,0.00023081295745214502,-0.0002661016257479784,-0.0001547549001406884,0.0,-0.008041452999998732,9.80665
1,80.475,0.9905437352245863,-0.00035130549504417487,0.00033688477674946815,-0.7076282494438831,-0.706584760435179,0.00021785444900160967,-0.00027275234926491817,-0.00014056053827517074,0.0,-0.00961051699999842,9.80665
2,80.557,0.9905437352245863,-0.00035166749099783956,0.00033880900103913674,-0.7076293384957286,-0.706583668667151,0.00025267841684399085,-0.00025546061119530395,-0.00018187396938446805,0.0,-0.0098066499999988,9.80665
3,80.645,0.9882352941176471,-0.00035202732444966514,0.0003408138641456518,-0.7076304507587691,-0.7065825536125327,0.0002943284527282193,-0.00023474852147046664,-0.00023111708520445528,0.0,-0.0098066499999988,9.80665
4,80.755,0.9953161592505855,-0.00035290112726954194,0.00034284309432907527,-0.7076317659785665,-0.7065812350281301,0.0003337736484207846,-0.00022308855665370482,-0.00026844519238840465,0.0,-0.0098066499999988,9.80665
5,80.875,0.990632318501171,-0.0003554270620737602,0.00034328812480657287,-0.7076329221776791,-0.7065800756216821,0.000330005875918188,-0.0002631495051666153,-0.00021931111534227428,0.0,-0.0098066499999988,9.80665
6,80.955,0.9952941176470588,-0.00035711101860990557,0.0003435848117915712,-0.7076336929770876,-0.7065793026840502,0.0003274940275831237,-0.0002898568041752208,-0.00018655506397818932,0.0,-0.0098066499999988,9.80665
7,81.061,0.9952718676122931,-0.0003604241100542546,0.00034389137382249025,-0.7076346293595874,-0.7065783630608992,0.00030882582382579674,-0.00031604474832651433,-0.0001763903051069641,0.0,-0.0065766819444428755,9.80665
8,81.179,0.9905437352245863,-0.0003644459963788858,0.00034420594266203696,-0.7076356455495278,-0.7065773431377346,0.0002833121661318555,-0.0003423595952058566,-0.00017532774481445634,0.0,-0.0019846791666654658,9.80665
9,81.247,0.9929078014184397,-0.00036740513377675726,0.0003436580089135632,-0.7076362046791993,-0.7065767818946669,0.000274466563481837,-0.00034863554860931013,-0.00017288312502205416,0.0,-0.0006668521999986385,9.80665
10,81.355,0.9976415094339622,-0.00037516121409700027,0.00033931328665096316,-0.7076369665806658,-0.7065760168174661,0.00028832542011514306,-0.00031625198607798666,-0.00016027013771235937,0.0,-0.004903324999998799,9.80665
11,81.449,0.9599056603773585,-0.0003819118765979519,0.000335531769126108,-0.7076376297171274,-0.7065753509169395,0.0003003877582959823,-0.00028806629276368945,-0.00014929216727614468,0.0,-0.008590625399998568,9.80665
12,81.555,0.9953161592505855,-0.00038593561514916984,0.00033418235622339077,-0.7076386420850505,-0.7065743355042757,0.00030938057373630374,-0.0002492487955137145,-0.00015435926616191926,0.0,-0.0098066499999988,9.80665
13,81.675,0.9906542056074766,-0.00038881154512848757,0.0003340186495070525,-0.7076399119634241,-0.7065730622128022,0.0003174042702092237,-0.00020201325085407397,-0.00016825925558805468,0.0,-0.0098066499999988,9.80665
14,81.755,0.9952941176470588,-0.0003910316191008567,0.0003340430107146295,-0.7076408961932154,-0.7065720752578266,0.0003198604695498943,-0.00019189134286716627,-0.0001747116073966026,0.0,-0.0098066499999988,9.80665
15,81.852,0.9952830188679245,-0.0003945800945837464,0.00033445023965190235,-0.7076424789902444,-0.7065704878839957,0.0003146540254820133,-0.00024007345037535297,-0.00017457293812185522,0.0,-0.0098066499999988,9.80665
16,81.955,0.9928909952606635,-0.0003983480633954741,0.0003348826580079756,-0.7076441596922441,-0.7065688023220926,0.0003091255333274601,-0.0002912358944304306,-0.00017442569136619565,0.0,-0.0098066499999988,9.80665
