,time,img_sim,orientation.x,orientation.y,orientation.z,orientation.w,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z
0,83.35,1.0,-0.0010094447617940213,0.0003323340105995157,-0.7067054008361489,-0.7075071356561687,0.0005443160771392286,-0.00048082682769745594,-0.0005417856737039982,0.0,-0.0098066499999988,9.80665
1,83.439,1.0,-0.0010090522774301623,0.00033271085661932073,-0.7067047905107348,-0.7075077456632638,0.0005468219418544311,-0.0004822554395068431,-0.000540212771389634,0.0,-0.0098066499999988,9.80665
2,83.564,0.987987987987988,-0.001006470143457404,0.0003351901067496181,-0.7067007752119575,-0.7075117588678362,0.0005633078939281393,-0.0004916542014107103,-0.0005298647298477596,0.0,-0.0098066499999988,9.80665
3,83.644,0.9910179640718563,-0.0010048175777148385,0.00033677682683300875,-0.70669820542074,-0.7075143273187625,0.0005738589032553141,-0.0004976694090291861,-0.000523241983260959,0.0,-0.0098066499999988,9.80665
4,83.761,0.9910179640718563,-0.001002826556612277,0.00033935452467517477,-0.7066936458571229,-0.7075188831564986,0.0005502842725254614,-0.0005146504833828649,-0.0005034004331100743,0.0,-0.0098066499999988,9.80665
5,83.86,0.9910179640718563,-0.001001244800717919,0.0003415978144300251,-0.7066895940575001,-0.7075229313765788,0.0005209066113457091,-0.00053099759388715,-0.0004841561848297719,0.0,-0.0098066499999988,9.80665
6,83.944,0.9969788519637462,-0.0010005064945575108,0.0003436752274362768,-0.7066861763256584,-0.7075263451220059,0.0005121926022469105,-0.0005361083754708608,-0.00048072118850716667,0.0,-0.0098066499999988,9.80665
7,84.048,0.9908536585365854,-0.001001461274251632,0.0003467858824203259,-0.706682007244263,-0.7075305063297566,0.0005515853497555048,-0.0005153232903021523,-0.0005163766544716194,0.0,-0.0098066499999988,9.80665
8,84.124,0.9969230769230769,-0.0010021589978742589,0.00034905905337020776,-0.7066789606078586,-0.7075335472123436,0.0005803723575502445,-0.0005001341896019434,-0.000542432571907179,0.0,-0.0098066499999988,9.80665
9,84.258,0.9938461538461538,-0.0010096710583728597,0.0003453893825274316,-0.7066732077140145,-0.7075392841218099,0.0005712831897041454,-0.00047991649976809116,-0.0005560035142951099,0.0,-0.0098066499999988,9.80665
10,84.337,0.9723076923076923,-0.0010159723599333513,0.00034093730883333605,-0.7066697024534848,-0.7075427782180308,0.0005480854995122014,-0.0004699534961055827,-0.0005543552516714716,0.0,-0.0098066499999988,9.80665
11,84.442,0.996996996996997,-0.0010220791178867958,0.00033696971001036534,-0.7066650950863917,-0.7075473730900071,0.0005199805544689312,-0.0004584374865517025,-0.0005493546766228986,0.0,-0.0098066499999988,9.80665
12,84.519,0.991044776119403,-0.0010202815289096394,0.00033945434714433145,-0.7066618588988302,-0.7075506065982259,0.0005069161455612623,-0.00045476756151765574,-0.0005379136803094291,0.0,-0.0098066499999988,9.80665
13,84.661,1.0,-0.0010169664946920274,0.0003440364052355408,-0.7066558908646258,-0.7075565696913044,0.0004828233395237476,-0.00044799964781850585,-0.000516814700094983,0.0,-0.0098066499999988,9.80665
14,84.747,0.996969696969697,-0.0010154137482926682,0.0003479568801689155,-0.7066520870821152,-0.7075603688704616,0.0005234711085601397,-0.0004868154080920955,-0.0005265710594054931,0.0,-0.0098066499999988,9.80665
15,84.85,0.9846153846153847,-0.001013617751208591,0.00035281267846093916,-0.7066475048838995,-0.7075649453298606,0.0005798867205157854,-0.0005393115820230099,-0.0005414105752216911,0.0,-0.0098066499999988,9.80665
16,84.964,0.9969135802469136,-0.0010115188162136658,0.00035806552516020484,-0.706642778931405,-0.7075696655167619,0.0006096781938370452,-0.0005695409701116025,-0.0005421629946970616,0.0,-0.0098066499999988,9.80665
17,85.064,0.99375,-0.0010095105287789977,0.0003624905305462108,-0.7066391530683582,-0.7075732872036345,0.0005867146638158477,-0.0005541434308166171,-0.0005192562463659679,0.0,-0.0098066499999988,9.80665
18,85.117,0.99375,-0.0010084461364386233,0.0003648357834007945,-0.7066372313609435,-0.707575206697677,0.0005745439929046096,-0.0005459827349902726,-0.0005071156697504849,0.0,-0.0098066499999988,9.80665
19,85.251,0.9968652037617555,-0.0010068640507369087,0.0003704608975683253,-0.7066327012669041,-0.707579730089057,0.0005728448810987172,-0.0005341382208280267,-0.0004975956864655016,0.0,-0.0098066499999988,9.80665
20,85.364,0.9968652037617555,-0.00100616117592403,0.0003750311984717862,-0.7066290681361125,-0.7075833569377189,0.0005879603181965646,-0.0005291523176711054,-0.0005016208323650061,0.0,-0.0098066499999988,9.80665
21,85.444,0.9936908517350158,-0.0010060889036146781,0.00037729189558314045,-0.7066262686622002,-0.7075861515414601,0.000590149809140713,-0.0005199483556207282,-0.0005165818820241816,0.0,-0.0098066499999988,9.80665
22,85.552,0.9905362776025236,-0.0010074143695957302,0.0003770821130457263,-0.7066217287520538,-0.7075906834628505,0.0005646284227259457,-0.0004885393779259175,-0.0005772997934836894,0.0,-0.0098066499999988,9.80665
23,85.677,0.9874213836477987,-0.0010087915574586803,0.00037708698810737554,-0.7066165119169172,-0.7075958911872697,0.0005361735603368156,-0.00045518383891490045,-0.0006408221333803808,0.0,-0.0098066499999988,9.80665
24,85.764,0.9622641509433962,-0.0010075840078575206,0.0003805093410226598,-0.7066134012792693,-0.7075989973546919,0.0005313294654970163,-0.0004733451067032387,-0.0005918149857400371,0.0,-0.0098066499999988,9.80665
25,85.852,0.9937694704049844,-0.0010063625783758876,0.0003839710313277756,-0.7066102548871657,-0.7076021392251879,0.0005264296914061837,-0.0004917151246960446,-0.0005422445375520925,0.0,-0.0098066499999988,9.80665
26,85.936,0.990625,-0.0010055903128449442,0.0003870848901606702,-0.7066070951912353,-0.7076052939033176,0.0005265780582196607,-0.000512483120205781,-0.0005092215156127006,0.0,-0.0098066499999988,9.80665
27,86.053,0.9968553459119497,-0.0010068448917151685,0.00039029446578281717,-0.7066017688178532,-0.7076106091336853,0.0005553494981189513,-0.0005605480482011442,-0.0005478418649701133,0.0,-0.0098066499999988,9.80665
28,86.133,0.9905660377358491,-0.001007702723421305,0.0003924890474047981,-0.7065981268531475,-0.707614243479236,0.0005750222775372707,-0.0005934129562321638,-0.0005742489414538159,0.0,-0.0098066499999988,9.80665
