,time,img_sim,orientation.x,orientation.y,orientation.z,orientation.w,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z
0,104.591,0.976,-0.0012360246931669787,0.0004614778826122797,-0.7058568706471015,-0.7083532574661637,0.0006428987392046982,-0.0006338071989520112,-0.000626254876676414,0.0,-0.0098066499999988,9.80665
1,104.644,0.996,-0.0012363873526325465,0.0004623030682802498,-0.7058542624465033,-0.7083558553133047,0.0006359655554184595,-0.0006352569191857051,-0.000632981511963798,0.0,-0.0098066499999988,9.80665
2,104.718,0.992,-0.0012366514536253195,0.0004634929745285885,-0.7058506301719044,-0.7083594735204719,0.000636090276642673,-0.000637063638292133,-0.0006413957190459534,0.0,-0.0098066499999988,9.80665
3,104.804,0.988,-0.0012363718440522992,0.00046496726250630646,-0.7058464315515826,-0.7083636567323915,0.0006599748439546084,-0.0006386369312812967,-0.0006488072160150737,0.0,-0.0098066499999988,9.80665
4,104.933,0.992,-0.0012359524296927686,0.0004671786944728835,-0.7058401336210997,-0.7083699315502711,0.0006958016949225134,-0.0006409968707650422,-0.0006599244614687548,0.0,-0.0098066499999988,9.80665
5,105.002,0.986,-0.0012393772968502057,0.0004659462141755871,-0.7058373897206095,-0.7083726604198376,0.0007042505185877188,-0.0006398570772300291,-0.000669763478086283,0.0,-0.0098066499999988,9.80665
6,105.123,0.986,-0.0012463431229093748,0.00046314956890787404,-0.7058327422921268,-0.7083772807878471,0.0007162482250329652,-0.0006372264556039545,-0.0006880413243503607,0.0,-0.0098066499999988,9.80665
7,105.231,0.972,-0.001251548220801632,0.000461734077523352,-0.705828360292012,-0.7083816388098597,0.0007287480931898404,-0.0006351445013587942,-0.0006871722563562453,0.0,-0.0098066499999988,9.80665
8,105.324,0.986,-0.0012539600255525036,0.00046272533893920075,-0.7058241085815846,-0.7083858702304736,0.000743175063028254,-0.0006338957933351122,-0.0006512819052373706,0.0,-0.0098066499999988,9.80665
9,105.404,0.994,-0.0012560346963059416,0.0004635780369313286,-0.7058204511962707,-0.7083895101621845,0.0007555853596634477,-0.0006328216358953858,-0.0006204084849200608,0.0,-0.0098066499999988,9.80665
10,105.524,0.99,-0.001258446904965422,0.00046441158506078435,-0.7058159213644517,-0.7083940187092548,0.000747797605283775,-0.0006316827705794181,-0.0006348560938734358,0.0,-0.0098066499999988,9.80665
11,105.617,0.986,-0.0012600745992973426,0.00046490367305660336,-0.705812741110556,-0.708397184158831,0.0007326402674364134,-0.0006309633455491921,-0.0006670436917537075,0.0,-0.0098066499999988,9.80665
12,105.711,0.99,-0.001261519679557325,0.0004655844110252873,-0.7058092800259281,-0.7084006295950979,0.0007205118518704396,-0.0006319393182448189,-0.0006934446196804646,0.0,-0.0098066499999988,9.80665
13,105.799,0.996,-0.0012615923449234142,0.0004673946731739256,-0.7058044621007642,-0.708405428489601,0.0007295767236577325,-0.0006437482174913427,-0.0006789280317311511,0.0,-0.0098066499999988,9.80665
14,105.954,0.994,-0.001261723633340663,0.00047053869379854975,-0.7057961486922926,-0.7084137090210868,0.0007414245246764052,-0.0006615963507101703,-0.0006511664535082688,0.0,-0.0098066499999988,9.80665
15,106.023,0.99,-0.0012618012988283417,0.0004716789092157508,-0.7057934543619099,-0.708416392462614,0.0007226965099107478,-0.0006523408155771907,-0.0006260306217882322,0.0,-0.0098066499999988,9.80665
16,106.11,0.986,-0.0012618992248780237,0.0004731165721330913,-0.7057900571627317,-0.7084197759323658,0.0006990829260757887,-0.0006406707930182164,-0.0005943376165760122,0.0,-0.0098066499999988,9.80665
17,106.229,0.992,-0.0012623531487281393,0.0004747526614418207,-0.7057848930116901,-0.7084249189782256,0.0006734243284941452,-0.0006284635532151176,-0.0005728752532645635,0.0,-0.0098066499999988,9.80665
18,106.287,0.99,-0.0012630370588734366,0.0004750723896688464,-0.7057816278913847,-0.7084281704489342,0.0006705201278654397,-0.0006279436008790966,-0.0005940630722821521,0.0,-0.0098066499999988,9.80665
19,106.445,0.992,-0.0012649515645507213,0.0004758681626161979,-0.7057727602397329,-0.7084370009729456,0.0006629335472597644,-0.000626975285373262,-0.0006510002244099536,0.0,-0.0098066499999988,9.80665
20,106.51,0.986,-0.001267389819120117,0.0004737821263185626,-0.7057699781118931,-0.7084397696154944,0.0006702368704638654,-0.000640956037358255,-0.0006493500406470366,0.0,-0.0098066499999988,9.80665
