,time,img_sim,orientation.x,orientation.y,orientation.z,orientation.w,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z
0,85.489,0.984,-0.0007778141093194608,0.0004063774098216437,-0.7068946069819136,-0.7073183473174044,0.00046896061607318225,-0.0004464264379859697,-0.00048182159283660317,0.0,-0.0098066499999988,9.80665
1,85.536,0.988,-0.0007776407321845679,0.00040747201671266557,-0.7068930316612635,-0.7073199212635419,0.00045866695296741173,-0.0004547186853667093,-0.0004799383677014826,0.0,-0.0098066499999988,9.80665
2,85.6,0.99,-0.000779942350288452,0.00040739987936144,-0.7068910605995444,-0.707321888616346,0.0004569332716831318,-0.0004842958296649137,-0.00046977977035567235,0.0,-0.0098066499999988,9.80665
3,85.722,0.96,-0.0007843298097989815,0.0004072623675356662,-0.7068873032631425,-0.7073256388826288,0.0004536284417349728,-0.000540677260983372,-0.0004504149441652194,0.0,-0.0098066499999988,9.80665
4,85.779,0.986,-0.0007859429911828081,0.00040749767197850706,-0.7068855831803382,-0.7073273559849828,0.0004557466713013105,-0.0005535775402095222,-0.0004428163443226371,0.0,-0.0098066499999988,9.80665
5,85.899,0.994,-0.0007862274736819379,0.000410127507718279,-0.706882214153823,-0.7073307210369932,0.00048630176775623,-0.000484955932712185,-0.00043714344431646185,0.0,-0.0098066499999988,9.80665
6,86.006,0.984,-0.0007864811372436619,0.00041247244458624227,-0.7068792101051803,-0.7073337215417025,0.0005135467287618653,-0.00042376833269372883,-0.00043208510847762247,0.0,-0.0098066499999988,9.80665
7,86.083,0.99,-0.00078704313766583,0.00041398504537901187,-0.7068762480883176,-0.7073366801058983,0.0005203878634100948,-0.0004243786011700073,-0.0004463838710193605,0.0,-0.0098066499999988,9.80665
8,86.202,0.982,-0.0007879992112795859,0.00041628236313901454,-0.7068714858421427,-0.7073414368079909,0.0005280160770911085,-0.00043561919156343226,-0.0004726198262561008,0.0,-0.0098066499999988,9.80665
9,86.299,0.992,-0.0007882251263666808,0.0004179986220914942,-0.706867716132862,-0.7073452027452889,0.0005322906402871013,-0.0004582435684278663,-0.0004744019135832744,0.0,-0.0098066499999988,9.80665
10,86.42,0.982,-0.0007871047041941207,0.0004197433722160561,-0.7068632978088688,-0.7073496182571579,0.0005326986063737422,-0.000520575805567208,-0.0004269529869779921,0.0,-0.0098066499999988,9.80665
