,time,img_sim,orientation.x,orientation.y,orientation.z,orientation.w,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,ground_truth
0,85.502,0.982,-0.0012876712823843349,0.00019901119936697895,-0.7074873309278763,-0.7067248254020245,0.00043268756578779884,-0.0003621131157463718,-0.0003256280534616173,0.0,1.2009682532858392e-15,9.80665,1.0
1,85.616,0.988,-0.0012896641631093967,0.0001995102623971554,-0.7074835362811897,-0.7067286203511643,0.0004328950622399884,-0.0003842952632805368,-0.0002793402557486746,0.0,1.2009682532858392e-15,9.80665,1.0
2,85.702,0.988,-0.001291275477751256,0.0001999203524710658,-0.7074807315941164,-0.7067314249761667,0.00042762355211068597,-0.000395015158168267,-0.0002654019154866092,0.0,1.2009682532858392e-15,9.80665,1.0
3,85.797,0.99,-0.0012933462825826952,0.0002004639332572334,-0.7074777895648346,-0.7067343661545914,0.00040716990416654424,-0.00039064705875550105,-0.0003065547445070985,0.0,1.2009682532858392e-15,9.80665,1.0
4,85.902,0.994,-0.0012956350668700755,0.00020106473307352396,-0.7074745378482601,-0.706737616930745,0.0003845632406493339,-0.000385819159404549,-0.0003520394502665889,0.0,1.2009682532858392e-15,9.80665,1.0
5,85.998,0.978,-0.001297688402063343,0.000201333033721114,-0.7074719662712382,-0.7067401873308835,0.0004077676833741925,-0.0003682292347267095,-0.0003423049271501302,0.0,1.2009682532858392e-15,9.80665,1.0
6,86.102,0.996,-0.0012998970479949625,0.00020151062288688724,-0.707469341920291,-0.7067428102792906,0.0004505596470076546,-0.0003438717738237143,-0.0003111087860881788,0.0,1.2009682532858392e-15,9.80665,1.0
7,86.196,0.988,-0.0013018826275909957,0.0002018594485757521,-0.7074668579711174,-0.7067452930270507,0.00048240515787620054,-0.000330810543615369,-0.000291186789749189,0.0,1.2009682532858392e-15,9.80665,1.0
8,86.32,0.988,-0.0013044462041630514,0.00020330017572246813,-0.7074629983837014,-0.7067491513746855,0.0004888395942980417,-0.0003602066780440478,-0.0003079934937413763,0.0,1.2009682532858392e-15,9.80665,1.0
9,86.397,1.0,-0.0013060381025182797,0.0002041948208055097,-0.707460601704419,-0.7067515472841038,0.0004928351717535406,-0.00037846072926186005,-0.00031842991476878504,0.0,1.2009682532858392e-15,9.80665,1.0
10,86.502,0.98,-0.0013079710821581878,0.00020463346684960925,-0.7074571426302909,-0.7067550060975795,0.00047932142444465157,-0.00037367173388789,-0.00033835027785417187,0.0,1.2009682532858392e-15,9.80665,1.0
11,86.595,0.988,-0.0013095989039400575,0.0002047451698002779,-0.707454011254597,-0.7067581375219987,0.0004606340468550731,-0.0003589145392955599,-0.00035800951688239865,0.0,1.2009682532858392e-15,9.80665,1.0
