,time,img_sim,orientation.x,orientation.y,orientation.z,orientation.w,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,ground_truth
0,163.355,0.9979879275653923,-0.0001232089546328887,0.0007357669157423187,-0.7075069566711709,-0.7067059853492802,0.0002576025144662708,-0.0002922328712884337,-0.0002442309923935681,0.0,-0.0196132999999988,9.80665,1.0
1,163.399,0.9979879275653923,-0.00012465148207196,0.0007355473055724404,-0.707507030370617,-0.7067059114893772,0.000257906142389402,-0.00029118756041862003,-0.00024243841401766852,0.0,-0.0196132999999988,9.80665,1.0
2,163.515,0.9737903225806451,-0.00014855622249083583,0.0007319080513287474,-0.7075082516757244,-0.70670468752527,0.00026293769082985776,-0.00027386526600457875,-0.00021273282950278613,0.0,-0.0196132999999988,9.80665,1.0
3,163.607,0.9899193548387096,-0.00016751515454719066,0.0007290217462389212,-0.7075092202970165,-0.706703716795116,0.0002669282292481513,-0.0002601268945727492,-0.00018917322799097657,0.0,-0.0196132999999988,9.80665,1.0
4,163.715,0.9939516129032258,-0.00018574992135356175,0.0007276858534771252,-0.7075108784334608,-0.7067020536023536,0.00026932514598593124,-0.00026943903404753807,-0.00021093677147291913,0.0,-0.0196132999999988,9.80665,1.0
5,163.803,0.9919354838709677,-0.00019903687211752927,0.0007273991399388826,-0.7075124330670335,-0.7067004938406309,0.0002703844937495887,-0.00028696513071190595,-0.0002479768579360103,0.0,-0.0196132999999988,9.80665,1.0
6,163.915,0.9959677419354839,-0.00021557999516101206,0.0007276766773264535,-0.7075145541551344,-0.7066983653346937,0.00028078592649799256,-0.00030804486338883205,-0.0002775693962857303,0.0,-0.0196132999999988,9.80665,1.0
7,163.995,0.9939516129032258,-0.00022638063586588952,0.0007296506217932457,-0.7075164629837869,-0.7066964487446088,0.00031323826368748973,-0.0003197126053825381,-0.0002502008460707043,0.0,-0.0196132999999988,9.80665,1.0
8,164.035,0.9959758551307847,-0.00023178095621832634,0.0007306375940266415,-0.7075174173981131,-0.7066954904495664,0.0003294644322822326,-0.000325546476379389,-0.00023651657096319617,0.0,-0.0196132999999988,9.80665,1.0
9,164.115,0.9919517102615694,-0.0002425815969232038,0.0007326115384934336,-0.7075193262267656,-0.7066935738594814,0.00036191676947172976,-0.000337214218373095,-0.00020914802074817015,0.0,-0.0196132999999988,9.80665,1.0
10,164.235,0.9899396378269618,-0.00025432528825446355,0.0007344295835135165,-0.7075212930330238,-0.7066915987296682,0.0003667559372205497,-0.00033715312901153277,-0.00022393611732377368,0.0,-0.01594069003983863,9.80665,1.0
