,time,img_sim,orientation.x,orientation.y,orientation.z,orientation.w,angular_velocity.x,angular_velocity.y,angular_velocity.z,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,ground_truth
0,72.537,0.9801980198019802,-0.0007050095834193901,0.0003079527673001859,-0.7072000310134657,-0.7070131004794115,0.00045453310688026117,-0.00043893184443004216,-0.0003280999150592885,0.0,-0.0098066499999988,9.80665,1.0
1,72.602,1.0,-0.000704836599364446,0.00030888589544240486,-0.7071980906202037,-0.7070150411335913,0.0004462194981751953,-0.00042524397361557765,-0.0003602657769806723,0.0,-0.0098066499999988,9.80665,1.0
2,72.704,1.0,-0.0007045651474628415,0.0003103501888348099,-0.7071950456953925,-0.7070180864678428,0.00043317352759186204,-0.0004037645455682655,-0.00041074143722653276,0.0,-0.0098066499999988,9.80665,1.0
3,72.815,0.9797979797979798,-0.0007050239258449637,0.0003113365703035371,-0.7071916727279344,-0.7070214593725846,0.00042537364247255025,-0.00041330848680809224,-0.00043346677231602344,0.0,-0.0098066499999988,9.80665,1.0
4,72.903,1.0,-0.000706018769253892,0.00031161051082768205,-0.7071889489782882,-0.7070241826471593,0.00042454336280934506,-0.00044842236256227303,-0.0004245337105821807,0.0,-0.0098066499999988,9.80665,1.0
5,73.02,0.9896907216494846,-0.0007077161601171468,0.000311859390854105,-0.7071853503549661,-0.7070277802993724,0.00042278257644349387,-0.0004912305194736121,-0.0004151155329188814,0.0,-0.0098066499999988,9.80665,1.0
6,73.108,1.0,-0.0007123747498729452,0.00031100559815605767,-0.7071828488115703,-0.7070302780483381,0.00041552935460252094,-0.0004884326557788358,-0.00043022342546160375,0.0,-0.0098066499999988,9.80665,1.0
7,73.171,0.9587628865979382,-0.0007157098766299371,0.00031039436020177387,-0.7071810579339121,-0.7070320662095294,0.0004103367071481883,-0.00048642963972462107,-0.0004410393030774158,0.0,-0.0098066499999988,9.80665,1.0
8,73.277,1.0,-0.0007206351899109487,0.0003096941197244997,-0.7071779547120752,-0.7070351654158809,0.00040818703651893904,-0.00047951930086128405,-0.0004533941420959307,0.0,-0.0098066499999988,9.80665,1.0
9,73.388,1.0,-0.0007214337088545928,0.00031104579477068186,-0.7071741333627866,-0.7070389860865915,0.0004477831055410223,-0.0004497928093187499,-0.0004292102367617179,0.0,-0.0098066499999988,9.80665,1.0
10,73.503,1.0,-0.0007222610032556655,0.00031244617882753717,-0.7071701743072172,-0.7070429444391297,0.0004888060599332674,-0.00041899509285576656,-0.0004041548393433914,0.0,-0.0098066499999988,9.80665,1.0
11,73.594,0.9797979797979798,-0.0007226686281172577,0.0003137673728017574,-0.7071671092779738,-0.707046008984688,0.000490430388832465,-0.0004141125131864103,-0.00038178848475217973,0.0,-0.0098066499999988,9.80665,1.0
12,73.697,1.0,-0.0007230993189524398,0.000315289258973967,-0.7071636484903943,-0.7070494692338221,0.0004884380131261423,-0.0004110070335445925,-0.0003561571892350906,0.0,-0.0098066499999988,9.80665,1.0
13,73.808,0.9896907216494846,-0.000724087404228441,0.0003169398767813311,-0.7071598236117509,-0.707053292961489,0.00048751449910923846,-0.0004163368798326712,-0.0003693499551154714,0.0,-0.0098066499999988,9.80665,1.0
14,73.906,1.0,-0.0007256134135479523,0.0003184103118236609,-0.7071563278101163,-0.7070567870349558,0.00048822566051967445,-0.00043186692916788254,-0.0004319162555038963,0.0,-0.0098066499999988,9.80665,1.0
15,73.99,1.0,-0.0007269214215361048,0.00031967068471708634,-0.7071533314087153,-0.7070597819550702,0.0004888352274429053,-0.0004451784000266335,-0.0004855445129796826,0.0,-0.0098066499999988,9.80665,1.0
16,74.093,1.0,-0.0007291704282217453,0.0003199600966941726,-0.7071501371656962,-0.7070629741478227,0.0004965029258746657,-0.00043203049246221724,-0.0004572263469453884,0.0,-0.0098066499999988,9.80665,1.0
17,74.188,0.9896907216494846,-0.0007314063683534576,0.0003199123789149088,-0.7071473112426562,-0.7070657981212393,0.0005053086634725334,-0.00041252119257114794,-0.0004075405704788853,0.0,-0.0098066499999988,9.80665,1.0
